Yield_Target_ton,Scenario_ID,Hour,Wind_Power_MW,Solar_Power_MW,Total_Elec_Load_MW,Grid_Buy_MW,Grid_Sell_MW,Thermal_Load_MW,EB_Power_MW,WHRU_Heat_MW,ALKEL_Power_MW,PEMEL_Power_MW,AMU_Power_MW
72,1,1,9.776,0,42.8698,33.0938,0,3.1934,0,3.1934,20,20,1.5
72,1,2,10.904,0,42.5998,31.6958,0,3.27285,0,3.27285,20,20,1.5
72,1,3,15.152,0,42.2998,27.1478,0,3.3187,0,3.3187,20,20,1.5
72,1,4,13.312,0,42.49,29.178,0,3.22525,0,3.22525,20,20,1.5
72,1,5,15.072,0,42.6802,27.6082,0,3.2571,0,3.2571,20,20,1.5
72,1,6,18.724,0,43.1302,24.4062,0,3.0947,0,3.0947,20,20,1.5
72,1,7,9.628,14.08,44.0002,20.2922,1.78E-15,3.12025,0,3.12025,20,20,1.5
72,1,8,22.804,25.6,44.8702,0,3.5338,2.84305,0,2.84305,20,20,1.5
72,1,9,17.852,37.12,45.5098,0,9.4622,2.53435,0,2.53435,20,20,1.5
72,1,10,14.328,46.08,45.7,0,14.708,2.2792,0,2.2792,20,20,1.5
72,1,11,11.904,52.48,45.6202,0,18.7638,2.0629,0,2.0629,20,20,1.5
72,1,12,7.736,55.04,45.4,0,17.376,1.78675,0,1.78675,20,20,1.5
72,1,13,8.556,56.32,44.7598,0,20.1162,1.4763,0,1.4763,20,20,1.5
72,1,14,14.52,56.32,44.1898,0,26.6502,1.5862,0,1.5862,20,20,1.5
72,1,15,6.708,52.48,45.13,0,14.058,1.43745,0,1.43745,20,20,1.5
72,1,16,11.176,44.8,45.3202,0,10.6558,1.71185,0,1.71185,20,20,1.5
72,1,17,10.108,33.28,45.25,1.862,0,2.0734,0,2.0734,20,20,1.5
72,1,18,6.384,24.32,44.6398,13.9358,0,2.14725,0,2.14725,20,20,1.5
72,1,19,6.428,11.52,44.11,26.162,0,2.56235,0,2.56235,20,20,1.5
72,1,20,5.736,0,43.6198,37.8838,0,2.62115,0,2.62115,20,20,1.5
72,1,21,3.752,0,43.36,39.608,0,2.8749,0,2.8749,20,20,1.5
72,1,22,3.692,0,43.1302,39.4382,0,3.0282,0,3.0282,20,20,1.5
72,1,23,4.88,0,43.06,38.18,0,2.9785,0,2.9785,20,20,1.5
72,1,24,3.192,0,42.9802,39.7882,0,3.14755,0,3.14755,20,20,1.5
72,2,1,9.776,0,42.8698,33.0938,0,3.1934,0,3.1934,20,20,1.5
72,2,2,10.904,0,42.5998,31.6958,0,3.27285,0,3.27285,20,20,1.5
72,2,3,15.152,0,42.2998,27.1478,0,3.3187,0,3.3187,20,20,1.5
72,2,4,13.312,0,42.49,29.178,0,3.22525,0,3.22525,20,20,1.5
72,2,5,15.072,0,42.6802,27.6082,0,3.2571,0,3.2571,20,20,1.5
72,2,6,18.724,0,43.1302,24.4062,0,3.0947,0,3.0947,20,20,1.5
72,2,7,9.628,0,44.0002,34.3722,0,3.12025,0,3.12025,20,20,1.5
72,2,8,22.804,3.2,44.8702,18.8662,0,2.84305,0,2.84305,20,20,1.5
72,2,9,17.852,10.88,45.5098,16.7778,0,2.53435,0,2.53435,20,20,1.5
72,2,10,14.328,17.92,45.7,13.452,0,2.2792,0,2.2792,20,20,1.5
72,2,11,11.904,24.96,45.6202,8.7562,0,2.0629,0,2.0629,20,20,1.5
72,2,12,7.736,31.36,45.4,6.304,0,1.78675,0,1.78675,20,20,1.5
72,2,13,8.556,35.84,44.7598,0.3638,0,1.4763,0,1.4763,20,20,1.5
72,2,14,14.52,37.12,44.1898,0,7.4502,1.5862,0,1.5862,20,20,1.5
72,2,15,6.708,32,45.13,6.422,0,1.43745,0,1.43745,20,20,1.5
72,2,16,11.176,25.6,45.3202,8.5442,0,1.71185,0,1.71185,20,20,1.5
72,2,17,10.108,19.2,45.25,15.942,0,2.0734,0,2.0734,20,20,1.5
72,2,18,6.384,9.6,44.6398,28.6558,0,2.14725,0,2.14725,20,20,1.5
72,2,19,6.428,3.2,44.11,34.482,0,2.56235,0,2.56235,20,20,1.5
72,2,20,5.736,0,43.6198,37.8838,0,2.62115,0,2.62115,20,20,1.5
72,2,21,3.752,0,43.36,39.608,0,2.8749,0,2.8749,20,20,1.5
72,2,22,3.692,0,43.1302,39.4382,0,3.0282,0,3.0282,20,20,1.5
72,2,23,4.88,0,43.06,38.18,0,2.9785,0,2.9785,20,20,1.5
72,2,24,3.192,0,42.9802,39.7882,0,3.14755,0,3.14755,20,20,1.5
72,3,1,9.776,0,42.8698,33.0938,0,3.1934,0,3.1934,20,20,1.5
72,3,2,10.904,0,42.5998,31.6958,0,3.27285,0,3.27285,20,20,1.5
72,3,3,15.152,0,42.2998,27.1478,0,3.3187,0,3.3187,20,20,1.5
72,3,4,13.312,0,42.49,29.178,0,3.22525,0,3.22525,20,20,1.5
72,3,5,15.072,0,42.6802,27.6082,0,3.2571,0,3.2571,20,20,1.5
72,3,6,18.724,0,43.1302,24.4062,0,3.0947,0,3.0947,20,20,1.5
72,3,7,9.628,0,44.0002,34.3722,0,3.12025,0,3.12025,20,20,1.5
72,3,8,22.804,1.28,44.8702,20.7862,0,2.84305,0,2.84305,20,20,1.5
72,3,9,17.852,3.2,45.5098,24.4578,0,2.53435,0,2.53435,20,20,1.5
72,3,10,14.328,5.12,45.7,26.252,0,2.2792,0,2.2792,20,20,1.5
72,3,11,11.904,7.68,45.6202,26.0362,0,2.0629,0,2.0629,20,20,1.5
72,3,12,7.736,11.52,45.4,26.144,0,1.78675,0,1.78675,20,20,1.5
72,3,13,8.556,14.08,44.7598,22.1238,0,1.4763,0,1.4763,20,20,1.5
72,3,14,14.52,14.08,44.1898,15.5898,0,1.5862,0,1.5862,20,20,1.5
72,3,15,6.708,11.52,45.13,26.902,0,1.43745,0,1.43745,20,20,1.5
72,3,16,11.176,7.04,45.3202,27.1042,0,1.71185,0,1.71185,20,20,1.5
72,3,17,10.108,5.12,45.25,30.022,0,2.0734,0,2.0734,20,20,1.5
72,3,18,6.384,3.2,44.6398,35.0558,0,2.14725,0,2.14725,20,20,1.5
72,3,19,6.428,1.28,44.11,36.402,0,2.56235,0,2.56235,20,20,1.5
72,3,20,5.736,0,43.6198,37.8838,0,2.62115,0,2.62115,20,20,1.5
72,3,21,3.752,0,43.36,39.608,0,2.8749,0,2.8749,20,20,1.5
72,3,22,3.692,0,43.1302,39.4382,0,3.0282,0,3.0282,20,20,1.5
72,3,23,4.88,0,43.06,38.18,0,2.9785,0,2.9785,20,20,1.5
72,3,24,3.192,0,42.9802,39.7882,0,3.14755,0,3.14755,20,20,1.5
72,4,1,9.776,0,42.8698,33.0938,0,3.1934,0,3.1934,20,20,1.5
72,4,2,10.904,0,42.5998,31.6958,0,3.27285,0,3.27285,20,20,1.5
72,4,3,15.152,0,42.2998,27.1478,0,3.3187,0,3.3187,20,20,1.5
72,4,4,13.312,0,42.49,29.178,0,3.22525,0,3.22525,20,20,1.5
72,4,5,15.072,0,42.6802,27.6082,0,3.2571,0,3.2571,20,20,1.5
72,4,6,18.724,0,43.1302,24.4062,0,3.0947,0,3.0947,20,20,1.5
72,4,7,9.628,0,44.0002,34.3722,0,3.12025,0,3.12025,20,20,1.5
72,4,8,22.804,0,44.8702,22.0662,0,2.84305,0,2.84305,20,20,1.5
72,4,9,17.852,0,45.5098,27.6578,0,2.53435,0,2.53435,20,20,1.5
72,4,10,14.328,0,45.7,31.372,0,2.2792,0,2.2792,20,20,1.5
72,4,11,11.904,0,45.6202,33.7162,0,2.0629,0,2.0629,20,20,1.5
72,4,12,7.736,1.28,45.4,36.384,0,1.78675,0,1.78675,20,20,1.5
72,4,13,8.556,5.12,44.7598,31.0838,0,1.4763,0,1.4763,20,20,1.5
72,4,14,14.52,7.68,44.1898,21.9898,0,1.5862,0,1.5862,20,20,1.5
72,4,15,6.708,5.12,45.13,33.302,0,1.43745,0,1.43745,20,20,1.5
72,4,16,11.176,1.28,45.3202,32.8642,0,1.71185,0,1.71185,20,20,1.5
72,4,17,10.108,0,45.25,35.142,0,2.0734,0,2.0734,20,20,1.5
72,4,18,6.384,0,44.6398,38.2558,0,2.14725,0,2.14725,20,20,1.5
72,4,19,6.428,0,44.11,37.682,0,2.56235,0,2.56235,20,20,1.5
72,4,20,5.736,0,43.6198,37.8838,0,2.62115,0,2.62115,20,20,1.5
72,4,21,3.752,0,43.36,39.608,0,2.8749,0,2.8749,20,20,1.5
72,4,22,3.692,0,43.1302,39.4382,0,3.0282,0,3.0282,20,20,1.5
72,4,23,4.88,0,43.06,38.18,0,2.9785,0,2.9785,20,20,1.5
72,4,24,3.192,0,42.9802,39.7882,0,3.14755,0,3.14755,20,20,1.5
72,5,1,5.312,0,42.8698,37.5578,0,3.1934,0,3.1934,20,20,1.5
72,5,2,8.5,0,42.5998,34.0998,0,3.27285,0,3.27285,20,20,1.5
72,5,3,9.38,0,42.2998,32.9198,0,3.3187,0,3.3187,20,20,1.5
72,5,4,10.304,0,42.49,32.186,0,3.22525,0,3.22525,20,20,1.5
72,5,5,9.9,0,42.6802,32.7802,0,3.2571,0,3.2571,20,20,1.5
72,5,6,9.62,0,43.1302,33.5102,0,3.0947,0,3.0947,20,20,1.5
72,5,7,9.14,14.08,44.0002,20.7802,1.78E-15,3.12025,0,3.12025,20,20,1.5
72,5,8,7.64,25.6,44.8702,11.6302,0,2.84305,0,2.84305,20,20,1.5
72,5,9,4.748,37.12,45.5098,3.6418,0,2.53435,0,2.53435,20,20,1.5
72,5,10,4.86,46.08,45.7,0,5.24,2.2792,0,2.2792,20,20,1.5
72,5,11,5.336,52.48,45.6202,0,12.1958,2.0629,0,2.0629,20,20,1.5
72,5,12,4.292,55.04,45.4,0,13.932,1.78675,0,1.78675,20,20,1.5
72,5,13,4.168,56.32,44.7598,0,15.7282,1.4763,0,1.4763,20,20,1.5
72,5,14,6.788,56.32,44.1898,0,18.9182,1.5862,0,1.5862,20,20,1.5
72,5,15,8.364,52.48,45.13,0,15.714,1.43745,0,1.43745,20,20,1.5
72,5,16,8.404,44.8,45.3202,0,7.8838,1.71185,0,1.71185,20,20,1.5
72,5,17,5.896,33.28,45.25,6.074,0,2.0734,0,2.0734,20,20,1.5
72,5,18,6.608,24.32,44.6398,13.7118,0,2.14725,0,2.14725,20,20,1.5
72,5,19,6.252,11.52,44.11,26.338,0,2.56235,0,2.56235,20,20,1.5
72,5,20,4.312,0,43.6198,39.3078,0,2.62115,0,2.62115,20,20,1.5
72,5,21,2.328,0,43.36,41.032,0,2.8749,0,2.8749,20,20,1.5
72,5,22,1.492,0,43.1302,41.6382,0,3.0282,0,3.0282,20,20,1.5
72,5,23,2.124,0,43.06,40.936,0,2.9785,0,2.9785,20,20,1.5
72,5,24,3.696,0,42.9802,39.2842,0,3.14755,0,3.14755,20,20,1.5
72,6,1,5.312,0,42.8698,37.5578,0,3.1934,0,3.1934,20,20,1.5
72,6,2,8.5,0,42.5998,34.0998,0,3.27285,0,3.27285,20,20,1.5
72,6,3,9.38,0,42.2998,32.9198,0,3.3187,0,3.3187,20,20,1.5
72,6,4,10.304,0,42.49,32.186,0,3.22525,0,3.22525,20,20,1.5
72,6,5,9.9,0,42.6802,32.7802,0,3.2571,0,3.2571,20,20,1.5
72,6,6,9.62,0,43.1302,33.5102,0,3.0947,0,3.0947,20,20,1.5
72,6,7,9.14,0,44.0002,34.8602,0,3.12025,0,3.12025,20,20,1.5
72,6,8,7.64,3.2,44.8702,34.0302,0,2.84305,0,2.84305,20,20,1.5
72,6,9,4.748,10.88,45.5098,29.8818,0,2.53435,0,2.53435,20,20,1.5
72,6,10,4.86,17.92,45.7,22.92,0,2.2792,0,2.2792,20,20,1.5
72,6,11,5.336,24.96,45.6202,15.3242,0,2.0629,0,2.0629,20,20,1.5
72,6,12,4.292,31.36,45.4,9.748,0,1.78675,0,1.78675,20,20,1.5
72,6,13,4.168,35.84,44.7598,4.7518,0,1.4763,0,1.4763,20,20,1.5
72,6,14,6.788,37.12,44.1898,0.2818,0,1.5862,0,1.5862,20,20,1.5
72,6,15,8.364,32,45.13,4.766,0,1.43745,0,1.43745,20,20,1.5
72,6,16,8.404,25.6,45.3202,11.3162,0,1.71185,0,1.71185,20,20,1.5
72,6,17,5.896,19.2,45.25,20.154,0,2.0734,0,2.0734,20,20,1.5
72,6,18,6.608,9.6,44.6398,28.4318,0,2.14725,0,2.14725,20,20,1.5
72,6,19,6.252,3.2,44.11,34.658,0,2.56235,0,2.56235,20,20,1.5
72,6,20,4.312,0,43.6198,39.3078,0,2.62115,0,2.62115,20,20,1.5
72,6,21,2.328,0,43.36,41.032,0,2.8749,0,2.8749,20,20,1.5
72,6,22,1.492,0,43.1302,41.6382,0,3.0282,0,3.0282,20,20,1.5
72,6,23,2.124,0,43.06,40.936,0,2.9785,0,2.9785,20,20,1.5
72,6,24,3.696,0,42.9802,39.2842,0,3.14755,0,3.14755,20,20,1.5
72,7,1,5.312,0,42.8698,37.5578,0,3.1934,0,3.1934,20,20,1.5
72,7,2,8.5,0,42.5998,34.0998,0,3.27285,0,3.27285,20,20,1.5
72,7,3,9.38,0,42.2998,32.9198,0,3.3187,0,3.3187,20,20,1.5
72,7,4,10.304,0,42.49,32.186,0,3.22525,0,3.22525,20,20,1.5
72,7,5,9.9,0,42.6802,32.7802,0,3.2571,0,3.2571,20,20,1.5
72,7,6,9.62,0,43.1302,33.5102,0,3.0947,0,3.0947,20,20,1.5
72,7,7,9.14,0,44.0002,34.8602,0,3.12025,0,3.12025,20,20,1.5
72,7,8,7.64,1.28,44.8702,35.9502,0,2.84305,0,2.84305,20,20,1.5
72,7,9,4.748,3.2,45.5098,37.5618,0,2.53435,0,2.53435,20,20,1.5
72,7,10,4.86,5.12,45.7,35.72,0,2.2792,0,2.2792,20,20,1.5
72,7,11,5.336,7.68,45.6202,32.6042,0,2.0629,0,2.0629,20,20,1.5
72,7,12,4.292,11.52,45.4,29.588,0,1.78675,0,1.78675,20,20,1.5
72,7,13,4.168,14.08,44.7598,26.5118,0,1.4763,0,1.4763,20,20,1.5
72,7,14,6.788,14.08,44.1898,23.3218,0,1.5862,0,1.5862,20,20,1.5
72,7,15,8.364,11.52,45.13,25.246,0,1.43745,0,1.43745,20,20,1.5
72,7,16,8.404,7.04,45.3202,29.8762,0,1.71185,0,1.71185,20,20,1.5
72,7,17,5.896,5.12,45.25,34.234,0,2.0734,0,2.0734,20,20,1.5
72,7,18,6.608,3.2,44.6398,34.8318,0,2.14725,0,2.14725,20,20,1.5
72,7,19,6.252,1.28,44.11,36.578,0,2.56235,0,2.56235,20,20,1.5
72,7,20,4.312,0,43.6198,39.3078,0,2.62115,0,2.62115,20,20,1.5
72,7,21,2.328,0,43.36,41.032,0,2.8749,0,2.8749,20,20,1.5
72,7,22,1.492,0,43.1302,41.6382,0,3.0282,0,3.0282,20,20,1.5
72,7,23,2.124,0,43.06,40.936,0,2.9785,0,2.9785,20,20,1.5
72,7,24,3.696,0,42.9802,39.2842,0,3.14755,0,3.14755,20,20,1.5
72,8,1,5.312,0,42.8698,37.5578,0,3.1934,0,3.1934,20,20,1.5
72,8,2,8.5,0,42.5998,34.0998,0,3.27285,0,3.27285,20,20,1.5
72,8,3,9.38,0,42.2998,32.9198,0,3.3187,0,3.3187,20,20,1.5
72,8,4,10.304,0,42.49,32.186,0,3.22525,0,3.22525,20,20,1.5
72,8,5,9.9,0,42.6802,32.7802,0,3.2571,0,3.2571,20,20,1.5
72,8,6,9.62,0,43.1302,33.5102,0,3.0947,0,3.0947,20,20,1.5
72,8,7,9.14,0,44.0002,34.8602,0,3.12025,0,3.12025,20,20,1.5
72,8,8,7.64,0,44.8702,37.2302,0,2.84305,0,2.84305,20,20,1.5
72,8,9,4.748,0,45.5098,40.7618,0,2.53435,0,2.53435,20,20,1.5
72,8,10,4.86,0,45.7,40.84,0,2.2792,0,2.2792,20,20,1.5
72,8,11,5.336,0,45.6202,40.2842,0,2.0629,0,2.0629,20,20,1.5
72,8,12,4.292,1.28,45.4,39.828,0,1.78675,0,1.78675,20,20,1.5
72,8,13,4.168,5.12,44.7598,35.4718,0,1.4763,0,1.4763,20,20,1.5
72,8,14,6.788,7.68,44.1898,29.7218,0,1.5862,0,1.5862,20,20,1.5
72,8,15,8.364,5.12,45.13,31.646,0,1.43745,0,1.43745,20,20,1.5
72,8,16,8.404,1.28,45.3202,35.6362,0,1.71185,0,1.71185,20,20,1.5
72,8,17,5.896,0,45.25,39.354,0,2.0734,0,2.0734,20,20,1.5
72,8,18,6.608,0,44.6398,38.0318,0,2.14725,0,2.14725,20,20,1.5
72,8,19,6.252,0,44.11,37.858,0,2.56235,0,2.56235,20,20,1.5
72,8,20,4.312,0,43.6198,39.3078,0,2.62115,0,2.62115,20,20,1.5
72,8,21,2.328,0,43.36,41.032,0,2.8749,0,2.8749,20,20,1.5
72,8,22,1.492,0,43.1302,41.6382,0,3.0282,0,3.0282,20,20,1.5
72,8,23,2.124,0,43.06,40.936,0,2.9785,0,2.9785,20,20,1.5
72,8,24,3.696,0,42.9802,39.2842,0,3.14755,0,3.14755,20,20,1.5
72,9,1,11.904,0,42.8698,30.9658,0,3.1934,0,3.1934,20,20,1.5
72,9,2,13.384,0,42.5998,29.2158,0,3.27285,0,3.27285,20,20,1.5
72,9,3,14.268,0,42.2998,28.0318,0,3.3187,0,3.3187,20,20,1.5
72,9,4,15.72,0,42.49,26.77,0,3.22525,0,3.22525,20,20,1.5
72,9,5,15.088,0,42.6802,27.5922,0,3.2571,0,3.2571,20,20,1.5
72,9,6,13.476,0,43.1302,29.6542,0,3.0947,0,3.0947,20,20,1.5
72,9,7,13.832,14.08,44.0002,16.0882,1.78E-15,3.12025,0,3.12025,20,20,1.5
72,9,8,12.76,25.6,44.8702,6.5102,0,2.84305,0,2.84305,20,20,1.5
72,9,9,10.712,37.12,45.5098,0,2.3222,2.53435,0,2.53435,20,20,1.5
72,9,10,11.916,46.08,45.7,0,12.296,2.2792,0,2.2792,20,20,1.5
72,9,11,8.804,52.48,45.6202,0,15.6638,2.0629,0,2.0629,20,20,1.5
72,9,12,9.3,55.04,45.4,0,18.94,1.78675,0,1.78675,20,20,1.5
72,9,13,9.012,56.32,44.7598,0,20.5722,1.4763,0,1.4763,20,20,1.5
72,9,14,10.704,56.32,44.1898,0,22.8342,1.5862,0,1.5862,20,20,1.5
72,9,15,10.604,52.48,45.13,0,17.954,1.43745,0,1.43745,20,20,1.5
72,9,16,14.552,44.8,45.3202,0,14.0318,1.71185,0,1.71185,20,20,1.5
72,9,17,13.724,33.28,45.25,0,1.754,2.0734,0,2.0734,20,20,1.5
72,9,18,12.348,24.32,44.6398,7.9718,0,2.14725,0,2.14725,20,20,1.5
72,9,19,12.152,11.52,44.11,20.438,0,2.56235,0,2.56235,20,20,1.5
72,9,20,9.236,0,43.6198,34.3838,0,2.62115,0,2.62115,20,20,1.5
72,9,21,7.228,0,43.36,36.132,0,2.8749,0,2.8749,20,20,1.5
72,9,22,6.252,0,43.1302,36.8782,0,3.0282,0,3.0282,20,20,1.5
72,9,23,6.452,0,43.06,36.608,0,2.9785,0,2.9785,20,20,1.5
72,9,24,7.972,0,42.9802,35.0082,0,3.14755,0,3.14755,20,20,1.5
72,10,1,11.904,0,42.8698,30.9658,0,3.1934,0,3.1934,20,20,1.5
72,10,2,13.384,0,42.5998,29.2158,0,3.27285,0,3.27285,20,20,1.5
72,10,3,14.268,0,42.2998,28.0318,0,3.3187,0,3.3187,20,20,1.5
72,10,4,15.72,0,42.49,26.77,0,3.22525,0,3.22525,20,20,1.5
72,10,5,15.088,0,42.6802,27.5922,0,3.2571,0,3.2571,20,20,1.5
72,10,6,13.476,0,43.1302,29.6542,0,3.0947,0,3.0947,20,20,1.5
72,10,7,13.832,0,44.0002,30.1682,0,3.12025,0,3.12025,20,20,1.5
72,10,8,12.76,3.2,44.8702,28.9102,0,2.84305,0,2.84305,20,20,1.5
72,10,9,10.712,10.88,45.5098,23.9178,0,2.53435,0,2.53435,20,20,1.5
72,10,10,11.916,17.92,45.7,15.864,0,2.2792,0,2.2792,20,20,1.5
72,10,11,8.804,24.96,45.6202,11.8562,0,2.0629,0,2.0629,20,20,1.5
72,10,12,9.3,31.36,45.4,4.74,0,1.78675,0,1.78675,20,20,1.5
72,10,13,9.012,35.84,44.7598,0,0.0922,1.4763,0,1.4763,20,20,1.5
72,10,14,10.704,37.12,44.1898,0,3.6342,1.5862,0,1.5862,20,20,1.5
72,10,15,10.604,32,45.13,2.526,0,1.43745,0,1.43745,20,20,1.5
72,10,16,14.552,25.6,45.3202,5.1682,0,1.71185,0,1.71185,20,20,1.5
72,10,17,13.724,19.2,45.25,12.326,0,2.0734,0,2.0734,20,20,1.5
72,10,18,12.348,9.6,44.6398,22.6918,0,2.14725,0,2.14725,20,20,1.5
72,10,19,12.152,3.2,44.11,28.758,0,2.56235,0,2.56235,20,20,1.5
72,10,20,9.236,0,43.6198,34.3838,0,2.62115,0,2.62115,20,20,1.5
72,10,21,7.228,0,43.36,36.132,0,2.8749,0,2.8749,20,20,1.5
72,10,22,6.252,0,43.1302,36.8782,0,3.0282,0,3.0282,20,20,1.5
72,10,23,6.452,0,43.06,36.608,0,2.9785,0,2.9785,20,20,1.5
72,10,24,7.972,0,42.9802,35.0082,0,3.14755,0,3.14755,20,20,1.5
72,11,1,11.904,0,42.8698,30.9658,0,3.1934,0,3.1934,20,20,1.5
72,11,2,13.384,0,42.5998,29.2158,0,3.27285,0,3.27285,20,20,1.5
72,11,3,14.268,0,42.2998,28.0318,0,3.3187,0,3.3187,20,20,1.5
72,11,4,15.72,0,42.49,26.77,0,3.22525,0,3.22525,20,20,1.5
72,11,5,15.088,0,42.6802,27.5922,0,3.2571,0,3.2571,20,20,1.5
72,11,6,13.476,0,43.1302,29.6542,0,3.0947,0,3.0947,20,20,1.5
72,11,7,13.832,0,44.0002,30.1682,0,3.12025,0,3.12025,20,20,1.5
72,11,8,12.76,1.28,44.8702,30.8302,0,2.84305,0,2.84305,20,20,1.5
72,11,9,10.712,3.2,45.5098,31.5978,0,2.53435,0,2.53435,20,20,1.5
72,11,10,11.916,5.12,45.7,28.664,0,2.2792,0,2.2792,20,20,1.5
72,11,11,8.804,7.68,45.6202,29.1362,0,2.0629,0,2.0629,20,20,1.5
72,11,12,9.3,11.52,45.4,24.58,0,1.78675,0,1.78675,20,20,1.5
72,11,13,9.012,14.08,44.7598,21.6678,0,1.4763,0,1.4763,20,20,1.5
72,11,14,10.704,14.08,44.1898,19.4058,0,1.5862,0,1.5862,20,20,1.5
72,11,15,10.604,11.52,45.13,23.006,0,1.43745,0,1.43745,20,20,1.5
72,11,16,14.552,7.04,45.3202,23.7282,0,1.71185,0,1.71185,20,20,1.5
72,11,17,13.724,5.12,45.25,26.406,0,2.0734,0,2.0734,20,20,1.5
72,11,18,12.348,3.2,44.6398,29.0918,0,2.14725,0,2.14725,20,20,1.5
72,11,19,12.152,1.28,44.11,30.678,0,2.56235,0,2.56235,20,20,1.5
72,11,20,9.236,0,43.6198,34.3838,0,2.62115,0,2.62115,20,20,1.5
72,11,21,7.228,0,43.36,36.132,0,2.8749,0,2.8749,20,20,1.5
72,11,22,6.252,0,43.1302,36.8782,0,3.0282,0,3.0282,20,20,1.5
72,11,23,6.452,0,43.06,36.608,0,2.9785,0,2.9785,20,20,1.5
72,11,24,7.972,0,42.9802,35.0082,0,3.14755,0,3.14755,20,20,1.5
72,12,1,11.904,0,42.8698,30.9658,0,3.1934,0,3.1934,20,20,1.5
72,12,2,13.384,0,42.5998,29.2158,0,3.27285,0,3.27285,20,20,1.5
72,12,3,14.268,0,42.2998,28.0318,0,3.3187,0,3.3187,20,20,1.5
72,12,4,15.72,0,42.49,26.77,0,3.22525,0,3.22525,20,20,1.5
72,12,5,15.088,0,42.6802,27.5922,0,3.2571,0,3.2571,20,20,1.5
72,12,6,13.476,0,43.1302,29.6542,0,3.0947,0,3.0947,20,20,1.5
72,12,7,13.832,0,44.0002,30.1682,0,3.12025,0,3.12025,20,20,1.5
72,12,8,12.76,0,44.8702,32.1102,0,2.84305,0,2.84305,20,20,1.5
72,12,9,10.712,0,45.5098,34.7978,0,2.53435,0,2.53435,20,20,1.5
72,12,10,11.916,0,45.7,33.784,0,2.2792,0,2.2792,20,20,1.5
72,12,11,8.804,0,45.6202,36.8162,0,2.0629,0,2.0629,20,20,1.5
72,12,12,9.3,1.28,45.4,34.82,0,1.78675,0,1.78675,20,20,1.5
72,12,13,9.012,5.12,44.7598,30.6278,0,1.4763,0,1.4763,20,20,1.5
72,12,14,10.704,7.68,44.1898,25.8058,0,1.5862,0,1.5862,20,20,1.5
72,12,15,10.604,5.12,45.13,29.406,0,1.43745,0,1.43745,20,20,1.5
72,12,16,14.552,1.28,45.3202,29.4882,0,1.71185,0,1.71185,20,20,1.5
72,12,17,13.724,0,45.25,31.526,0,2.0734,0,2.0734,20,20,1.5
72,12,18,12.348,0,44.6398,32.2918,0,2.14725,0,2.14725,20,20,1.5
72,12,19,12.152,0,44.11,31.958,0,2.56235,0,2.56235,20,20,1.5
72,12,20,9.236,0,43.6198,34.3838,0,2.62115,0,2.62115,20,20,1.5
72,12,21,7.228,0,43.36,36.132,0,2.8749,0,2.8749,20,20,1.5
72,12,22,6.252,0,43.1302,36.8782,0,3.0282,0,3.0282,20,20,1.5
72,12,23,6.452,0,43.06,36.608,0,2.9785,0,2.9785,20,20,1.5
72,12,24,7.972,0,42.9802,35.0082,0,3.14755,0,3.14755,20,20,1.5
72,13,1,13.496,0,42.8698,29.3738,0,3.1934,0,3.1934,20,20,1.5
72,13,2,14.084,0,42.5998,28.5158,0,3.27285,0,3.27285,20,20,1.5
72,13,3,13.092,0,42.2998,29.2078,0,3.3187,0,3.3187,20,20,1.5
72,13,4,20.168,0,42.49,22.322,0,3.22525,0,3.22525,20,20,1.5
72,13,5,19.276,0,42.6802,23.4042,0,3.2571,0,3.2571,20,20,1.5
72,13,6,23.08,0,43.1302,20.0502,0,3.0947,0,3.0947,20,20,1.5
72,13,7,28.356,14.08,44.0002,1.5642,-3.55E-15,3.12025,0,3.12025,20,20,1.5
72,13,8,26.36,25.6,44.8702,0,7.0898,2.84305,0,2.84305,20,20,1.5
72,13,9,25.076,37.12,45.5098,0,16.6862,2.53435,0,2.53435,20,20,1.5
72,13,10,22.112,46.08,45.7,0,22.492,2.2792,0,2.2792,20,20,1.5
72,13,11,8.996,52.48,45.6202,0,15.8558,2.0629,0,2.0629,20,20,1.5
72,13,12,7.652,55.04,45.4,0,17.292,1.78675,0,1.78675,20,20,1.5
72,13,13,10.816,56.32,44.7598,0,22.3762,1.4763,0,1.4763,20,20,1.5
72,13,14,10.952,56.32,44.1898,0,23.0822,1.5862,0,1.5862,20,20,1.5
72,13,15,15.152,52.48,45.13,0,22.502,1.43745,0,1.43745,20,20,1.5
72,13,16,21.66,44.8,45.3202,0,21.1398,1.71185,0,1.71185,20,20,1.5
72,13,17,17.16,33.28,45.25,0,5.19,2.0734,0,2.0734,20,20,1.5
72,13,18,16.612,24.32,44.6398,3.7078,0,2.14725,0,2.14725,20,20,1.5
72,13,19,15.328,11.52,44.11,17.262,0,2.56235,0,2.56235,20,20,1.5
72,13,20,9.416,0,43.6198,34.2038,0,2.62115,0,2.62115,20,20,1.5
72,13,21,8.808,0,43.36,34.552,0,2.8749,0,2.8749,20,20,1.5
72,13,22,5.216,0,43.1302,37.9142,0,3.0282,0,3.0282,20,20,1.5
72,13,23,6.152,0,43.06,36.908,0,2.9785,0,2.9785,20,20,1.5
72,13,24,8.464,0,42.9802,34.5162,0,3.14755,0,3.14755,20,20,1.5
72,14,1,13.496,0,42.8698,29.3738,0,3.1934,0,3.1934,20,20,1.5
